body_length,channels,fb_published,has_logo,name_length,org_facebook,org_twitter,show_map,user_age,user_type,Label,previous_payout0,has_header_0.0,has_header_1.0,has_header_nan,yahoo,is_fr,is_org,delivery_method_0.0,delivery_method_1.0,delivery_method_3.0,delivery_method_nan,ticket_cost,ticket_availability,ticket_quant_total
4741,6,0,1,38,0.0,0.0,1,611,3,0,0,1,0,0,0,0,0,1,0,0,0,44.0,1.0,60.0
540,4,0,1,21,0.0,0.0,1,259,1,0,0,1,0,0,1,0,0,1,0,0,0,37.5,1.0,200.0
19058,8,0,1,31,0.0,0.0,0,217,3,0,0,1,0,0,0,0,0,0,1,0,0,15.0,1.0,100.0
19480,8,0,1,32,0.0,0.0,0,217,3,0,0,1,0,0,0,0,0,0,1,0,0,15.0,1.0,100.0
39,5,0,0,42,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,8.46,1.0,100.0
0,0,0,1,17,0.0,0.0,0,650,4,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,1.5
2591,11,0,0,45,0.0,0.0,1,366,3,0,0,0,1,0,0,0,0,0,1,0,0,228.28666666666663,1.0,133.33333333333334
4677,8,0,1,21,0.0,12.0,1,278,3,0,0,0,0,1,0,0,0,0,1,0,0,2.5,1.0,50.0
536,11,0,1,17,14.0,14.0,1,287,3,0,0,0,0,1,0,0,1,0,1,0,0,720.0374999999998,1.0,325.0
8888,8,1,1,43,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,14.0,1.0,250.0
1801,6,0,1,30,15.0,0.0,1,55,3,0,0,1,0,0,1,0,0,0,1,0,0,70.0,1.0,25.0
4150,0,1,1,35,11.0,12.0,1,89,3,0,0,1,0,0,0,0,0,1,0,0,0,25.0,1.0,30.0
978,5,1,0,74,8.0,12.0,1,503,3,0,0,0,0,1,0,0,0,1,0,0,0,6.555,1.0,30.0
272,8,0,1,65,18.0,0.0,1,117,3,0,0,0,0,1,0,0,0,1,0,0,0,15.545,1.0,50.0
17587,5,1,1,33,17.0,15.0,1,397,3,0,0,0,0,1,0,0,0,1,0,0,0,6.666666666666668,1.0,2333.333333333333
9106,5,0,1,36,15.0,13.0,1,278,1,0,0,1,0,0,0,0,0,1,0,0,0,10.0,1.0,50.0
3505,4,0,1,29,0.0,0.0,1,26,3,0,0,1,0,0,0,0,0,1,0,0,0,52.5,1.0,20.0
1138,11,0,1,20,13.0,0.0,1,496,4,0,0,0,1,0,0,0,1,0,1,0,0,1572.91625,1.0,91.25
3713,0,0,1,16,0.0,0.0,1,813,3,0,0,1,0,0,0,0,0,0,1,0,0,753.4000000000002,1.0,97.5
18094,0,0,1,32,0.0,0.0,1,846,3,0,0,0,1,0,0,0,0,0,1,0,0,55.63823529411766,1.0,133.0
668,5,0,1,9,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,100.0,1.0,100.0
5576,11,0,1,64,10.0,9.0,1,408,4,0,0,1,0,0,0,0,0,1,0,0,0,48.99,1.0,30.0
2350,5,0,1,24,7.0,8.0,1,510,1,0,0,0,0,1,0,0,0,1,0,0,0,17.666666666666668,1.0,81.0
5968,11,0,1,28,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,72.12777777777778,1.0,32.77777777777778
101,6,0,1,38,0.0,0.0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,185.5,1.0,10.0
122,10,0,1,57,0.0,0.0,1,654,4,0,0,1,0,0,0,0,0,1,0,0,0,5.06,1.0,1000.0
695,12,0,1,27,0.0,0.0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,233.33333333333331,1.0,21.66666666666667
1000,5,0,1,6,9.0,10.0,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,8.41,1.0,300.0
4405,8,0,1,12,0.0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,7.5,1.0,35.0
130,13,0,0,39,0.0,0.0,1,196,3,0,0,1,0,0,0,0,0,1,0,0,0,45.0,1.0,20.0
2805,8,0,1,48,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,45.0,1.0,500000.0
20542,5,0,1,50,12.0,13.0,1,90,1,0,0,0,0,1,1,0,0,1,0,0,0,12.5,1.0,55.0
1609,8,0,1,46,14.0,14.0,1,803,3,0,0,0,1,0,0,0,0,1,0,0,0,32.0,1.0,16.666666666666668
0,8,1,1,73,10.0,10.0,1,172,1,0,0,0,0,1,0,0,0,0,1,0,0,200.0,1.0,33.333333333333336
1231,11,1,1,12,0.0,0.0,1,176,4,0,0,1,0,0,0,0,0,0,1,0,0,34.445,1.0,650.0
911,11,0,1,15,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,408.75,1.0,8.75
0,8,0,0,69,0.0,0.0,0,1065,3,0,0,1,0,0,0,0,0,0,1,0,0,126.66666666666669,1.0,266.6666666666667
453,5,0,1,27,16.0,10.0,1,300,4,0,0,1,0,0,0,0,0,1,0,0,0,22.51,1.0,60.0
3337,5,0,1,33,25.0,0.0,1,235,1,0,0,1,0,0,0,0,0,1,0,0,0,15.0,1.0,200.0
1938,0,0,1,40,9.0,0.0,1,137,3,0,0,0,0,1,0,0,0,1,0,0,0,350.0,1.0,14.0
3419,10,0,1,22,20.0,11.0,1,539,4,0,0,0,0,1,0,0,0,1,0,0,0,100.0,1.0,10.0
1283,0,0,1,31,0.0,0.0,1,280,3,0,0,1,0,0,0,0,0,1,0,0,0,38.333333333333336,1.0,213.33333333333331
4738,11,0,1,45,19.0,13.0,1,760,3,0,0,1,0,0,0,0,0,1,0,0,0,75.0,1.0,350.0
209,8,0,1,23,14.0,15.0,1,130,3,0,0,0,0,1,0,0,0,0,1,0,0,114.40000000000002,1.0,7.666666666666668
5820,8,0,1,21,23.0,8.0,1,34,3,0,0,0,0,1,0,0,0,0,1,0,0,21.675,1.0,7.5
2170,5,0,1,34,0.0,0.0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,100.0,1.0,22.0
2545,8,0,1,22,23.0,14.0,1,473,4,0,0,1,0,0,0,0,0,1,0,0,0,13.11,1.0,55.0
15209,8,0,1,75,0.0,13.0,1,373,3,0,0,1,0,0,0,0,1,1,0,0,0,15.0,1.0,12.0
1838,6,1,1,49,8.0,15.0,1,49,3,0,0,0,1,0,0,0,1,0,1,0,0,121.86,1.0,220.0
0,13,0,1,40,0.0,0.0,1,537,4,1,1,1,0,0,1,0,0,1,0,0,0,300.0,1.0,20.0
3091,5,1,1,49,35.0,15.0,1,129,3,0,0,0,0,1,0,0,0,0,1,0,0,30.0,1.0,60.0
3484,11,1,1,28,7.0,8.0,1,1118,3,0,0,0,0,1,0,0,0,0,1,0,0,1190.425,1.0,24.0
306,10,0,1,20,25.0,0.0,1,6,3,0,0,0,1,0,0,0,0,1,0,0,0,3.73,1.0,100.0
749,11,0,0,137,0.0,0.0,0,529,4,0,0,0,1,0,0,0,0,1,0,0,0,5.0,1.0,50.0
2111,5,0,1,23,0.0,0.0,1,1324,4,0,0,1,0,0,0,0,1,1,0,0,0,5.0,1.0,150.0
0,5,0,1,4,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,40.0,1.0,2.0
246,0,0,1,32,0.0,0.0,0,794,4,0,0,1,0,0,0,0,0,0,1,0,0,17.91,1.0,350.0
2584,8,0,1,58,0.0,7.0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,46.755,1.0,15.0
5372,0,0,1,29,0.0,0.0,1,158,1,0,0,0,0,1,0,0,0,1,0,0,0,130.0,1.0,2.0
1677,8,0,1,34,0.0,0.0,1,100,4,0,0,1,0,0,0,0,1,0,1,0,0,0.0,1.0,350.0
7383,0,0,1,24,11.0,11.0,1,384,3,0,0,0,0,1,0,0,0,1,0,0,0,40.0,1.0,28.0
3935,8,0,1,40,6.0,8.0,1,473,3,0,0,1,0,0,0,0,0,1,0,0,0,150.0,1.0,15.0
0,11,0,1,42,10.0,0.0,1,7,1,1,1,0,0,1,0,0,0,1,0,0,0,7.5,1.0,1000.0
992,6,0,1,38,20.0,15.0,1,797,3,0,0,0,0,1,0,0,0,1,0,0,0,100.0,1.0,100.0
